Branch	Store Name	Date	Hour (UTC)	Sales	Transactions	Discounts	Tax	Returns	Net Sales
FLD-SARASO	Mint Sarasota	2026-01-09	5	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-09	6	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-09	7	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-09	8	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-09	9	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-09	10	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-09	11	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-09	12	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-09	13	315.00	2	199.70	0.00	0.00	115.30
FLD-SARASO	Mint Sarasota	2026-01-09	14	510.00	3	320.00	0.00	0.00	190.00
FLD-SARASO	Mint Sarasota	2026-01-09	15	890.00	5	509.25	0.00	0.00	380.75
FLD-SARASO	Mint Sarasota	2026-01-09	16	225.00	3	92.25	0.00	0.00	132.75
FLD-SARASO	Mint Sarasota	2026-01-09	17	943.00	6	489.30	0.00	0.00	453.70
FLD-SARASO	Mint Sarasota	2026-01-09	18	1279.00	6	671.55	0.00	0.00	607.45
FLD-SARASO	Mint Sarasota	2026-01-09	19	185.00	3	101.75	0.00	0.00	83.25
FLD-SARASO	Mint Sarasota	2026-01-09	20	465.00	5	337.25	0.00	0.00	127.75
FLD-SARASO	Mint Sarasota	2026-01-09	21	535.00	3	274.25	0.00	0.00	260.75
FLD-SARASO	Mint Sarasota	2026-01-09	22	778.00	5	440.30	0.00	0.00	337.70
FLD-SARASO	Mint Sarasota	2026-01-09	23	439.00	2	141.50	0.00	0.00	297.50
FLD-SARASO	Mint Sarasota	2026-01-10	0	420.00	5	208.00	0.00	0.00	212.00
FLD-SARASO	Mint Sarasota	2026-01-10	1	110.00	2	50.20	0.00	0.00	59.80
FLD-SARASO	Mint Sarasota	2026-01-10	2	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	3	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	4	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	5	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	6	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	7	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	8	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	9	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	10	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	11	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	12	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	13	260.00	1	156.00	0.00	0.00	104.00
FLD-SARASO	Mint Sarasota	2026-01-10	14	60.00	1	36.00	0.00	0.00	24.00
FLD-SARASO	Mint Sarasota	2026-01-10	15	325.00	5	135.50	0.00	0.00	189.50
FLD-SARASO	Mint Sarasota	2026-01-10	16	1558.00	9	756.80	0.00	0.00	801.20
FLD-SARASO	Mint Sarasota	2026-01-10	17	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	18	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	19	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	20	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	21	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	22	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-10	23	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	0	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	1	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	2	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	3	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	4	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	5	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	6	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	7	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	8	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	9	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	10	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	11	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	12	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	13	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	14	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	15	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	16	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	17	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	18	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	19	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	20	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	21	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	22	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-11	23	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	0	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	1	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	2	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	3	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	4	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	5	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	6	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	7	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	8	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	9	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	10	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	11	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	12	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	13	95.00	1	52.25	0.00	0.00	42.75
FLD-SARASO	Mint Sarasota	2026-01-12	14	0.00	0	0.00	0.00	0.00	0.00
FLD-SARASO	Mint Sarasota	2026-01-12	15	270.00	2	165.00	0.00	0.00	105.00
FLD-SARASO	Mint Sarasota	2026-01-12	16	805.00	6	332.50	0.00	0.00	472.50
FLD-SARASO	Mint Sarasota	2026-01-12	17	415.00	4	252.50	0.00	0.00	162.50
FLD-SARASO	Mint Sarasota	2026-01-12	18	735.00	6	350.75	0.00	0.00	384.25
FLD-SARASO	Mint Sarasota	2026-01-12	19	155.00	2	101.25	0.00	0.00	53.75
FLD-SARASO	Mint Sarasota	2026-01-12	20	863.00	6	469.50	0.00	0.00	393.50
FLD-SARASO	Mint Sarasota	2026-01-12	21	905.00	9	382.10	0.00	0.00	522.90
FLD-SARASO	Mint Sarasota	2026-01-12	22	1060.00	6	671.25	0.00	0.00	388.75
FLD-SARASO	Mint Sarasota	2026-01-12	23	555.00	4	292.75	0.00	0.00	262.25
FLD-STUART	Mint Stuart	2026-01-06	0	242.00	1	135.00	0.00	0.00	107.00
FLD-STUART	Mint Stuart	2026-01-06	1	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-06	2	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-06	3	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-06	4	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-06	5	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-06	6	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-06	7	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-06	8	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-06	9	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-06	10	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-06	11	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-06	12	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-06	13	35.00	1	15.00	0.00	0.00	20.00
FLD-STUART	Mint Stuart	2026-01-06	14	398.00	2	179.00	0.00	0.00	219.00
FLD-STUART	Mint Stuart	2026-01-06	15	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-06	16	255.00	2	181.00	0.00	0.00	74.00
FLD-STUART	Mint Stuart	2026-01-06	17	470.00	3	237.40	0.00	0.00	232.60
FLD-STUART	Mint Stuart	2026-01-06	18	180.00	1	108.00	0.00	0.00	72.00
FLD-STUART	Mint Stuart	2026-01-06	19	200.00	1	101.00	0.00	0.00	99.00
FLD-STUART	Mint Stuart	2026-01-06	20	95.00	1	52.25	0.00	0.00	42.75
FLD-STUART	Mint Stuart	2026-01-06	21	457.00	3	236.25	0.00	0.00	220.75
FLD-STUART	Mint Stuart	2026-01-06	22	620.00	5	353.75	0.00	0.00	266.25
FLD-STUART	Mint Stuart	2026-01-06	23	515.00	4	286.25	0.00	0.00	228.75
FLD-STUART	Mint Stuart	2026-01-07	0	95.00	1	40.00	0.00	0.00	55.00
FLD-STUART	Mint Stuart	2026-01-07	1	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-07	2	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-07	3	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-07	4	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-07	5	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-07	6	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-07	7	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-07	8	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-07	9	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-07	10	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-07	11	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-07	12	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-07	13	270.00	3	139.50	0.00	0.00	130.50
FLD-STUART	Mint Stuart	2026-01-07	14	185.00	3	98.75	0.00	0.00	86.25
FLD-STUART	Mint Stuart	2026-01-07	15	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-07	16	230.00	1	135.50	0.00	0.00	94.50
FLD-STUART	Mint Stuart	2026-01-07	17	480.00	4	178.25	0.00	0.00	301.75
FLD-STUART	Mint Stuart	2026-01-07	18	850.00	4	452.00	0.00	0.00	398.00
FLD-STUART	Mint Stuart	2026-01-07	19	870.00	2	532.00	0.00	0.00	338.00
FLD-STUART	Mint Stuart	2026-01-07	20	900.00	3	400.75	0.00	0.00	499.25
FLD-STUART	Mint Stuart	2026-01-07	21	240.00	3	140.00	0.00	0.00	100.00
FLD-STUART	Mint Stuart	2026-01-07	22	215.00	2	102.00	0.00	0.00	113.00
FLD-STUART	Mint Stuart	2026-01-07	23	250.00	1	166.00	0.00	0.00	84.00
FLD-STUART	Mint Stuart	2026-01-08	0	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-08	1	95.00	1	52.25	0.00	0.00	42.75
FLD-STUART	Mint Stuart	2026-01-08	2	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-08	3	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-08	4	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-08	5	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-08	6	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-08	7	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-08	8	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-08	9	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-08	10	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-08	11	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-08	12	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-08	13	60.00	1	33.00	0.00	0.00	27.00
FLD-STUART	Mint Stuart	2026-01-08	14	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-08	15	180.00	3	60.00	0.00	0.00	120.00
FLD-STUART	Mint Stuart	2026-01-08	16	105.00	2	60.00	0.00	0.00	45.00
FLD-STUART	Mint Stuart	2026-01-08	17	381.00	4	245.60	0.00	0.00	135.40
FLD-STUART	Mint Stuart	2026-01-08	18	472.00	4	229.00	0.00	0.00	243.00
FLD-STUART	Mint Stuart	2026-01-08	19	820.00	4	491.00	0.00	0.00	329.00
FLD-STUART	Mint Stuart	2026-01-08	20	435.00	6	246.25	0.00	0.00	188.75
FLD-STUART	Mint Stuart	2026-01-08	21	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-08	22	935.00	5	459.25	0.00	0.00	475.75
FLD-STUART	Mint Stuart	2026-01-08	23	630.00	7	376.00	0.00	0.00	254.00
FLD-STUART	Mint Stuart	2026-01-09	0	251.00	2	147.00	0.00	0.00	104.00
FLD-STUART	Mint Stuart	2026-01-09	1	70.00	1	40.00	0.00	0.00	30.00
FLD-STUART	Mint Stuart	2026-01-09	2	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-09	3	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-09	4	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-09	5	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-09	6	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-09	7	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-09	8	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-09	9	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-09	10	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-09	11	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-09	12	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-09	13	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-09	14	180.00	2	60.00	0.00	0.00	120.00
FLD-STUART	Mint Stuart	2026-01-09	15	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-09	16	462.00	3	261.70	0.00	0.00	200.30
FLD-STUART	Mint Stuart	2026-01-09	17	1415.00	4	850.00	0.00	0.00	565.00
FLD-STUART	Mint Stuart	2026-01-09	18	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-09	19	414.99	2	230.70	0.00	0.00	184.29
FLD-STUART	Mint Stuart	2026-01-09	20	190.00	2	95.00	0.00	0.00	95.00
FLD-STUART	Mint Stuart	2026-01-09	21	508.00	4	296.80	0.00	0.00	211.20
FLD-STUART	Mint Stuart	2026-01-09	22	1000.00	9	552.00	0.00	0.00	448.00
FLD-STUART	Mint Stuart	2026-01-09	23	720.00	2	389.70	0.00	0.00	330.30
FLD-STUART	Mint Stuart	2026-01-10	0	175.00	3	91.00	0.00	0.00	84.00
FLD-STUART	Mint Stuart	2026-01-10	1	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-10	2	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-10	3	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-10	4	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-10	5	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-10	6	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-10	7	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-10	8	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-10	9	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-10	10	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-10	11	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-10	12	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-10	13	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-10	14	405.00	3	220.00	0.00	0.00	185.00
FLD-STUART	Mint Stuart	2026-01-10	15	80.00	1	34.95	0.00	0.00	45.05
FLD-STUART	Mint Stuart	2026-01-10	16	95.00	1	52.25	0.00	0.00	42.75
FLD-STUART	Mint Stuart	2026-01-10	17	585.00	3	341.50	0.00	0.00	243.50
FLD-STUART	Mint Stuart	2026-01-10	18	256.00	3	109.60	0.00	0.00	146.40
FLD-STUART	Mint Stuart	2026-01-10	19	400.00	2	192.50	0.00	0.00	207.50
FLD-STUART	Mint Stuart	2026-01-10	20	215.00	1	129.00	0.00	0.00	86.00
FLD-STUART	Mint Stuart	2026-01-10	21	250.00	2	125.00	0.00	0.00	125.00
FLD-STUART	Mint Stuart	2026-01-10	22	139.99	1	49.99	0.00	0.00	90.00
FLD-STUART	Mint Stuart	2026-01-10	23	1367.00	5	722.10	0.00	0.00	644.90
FLD-STUART	Mint Stuart	2026-01-11	0	405.00	3	235.00	0.00	0.00	170.00
FLD-STUART	Mint Stuart	2026-01-11	1	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	2	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	3	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	4	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	5	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	6	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	7	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	8	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	9	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	10	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	11	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	12	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	13	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	14	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	15	225.00	2	119.20	0.00	0.00	105.80
FLD-STUART	Mint Stuart	2026-01-11	16	125.00	1	75.00	0.00	0.00	50.00
FLD-STUART	Mint Stuart	2026-01-11	17	282.00	2	174.00	0.00	0.00	108.00
FLD-STUART	Mint Stuart	2026-01-11	18	105.00	1	49.70	0.00	0.00	55.30
FLD-STUART	Mint Stuart	2026-01-11	19	230.00	2	115.00	0.00	0.00	115.00
FLD-STUART	Mint Stuart	2026-01-11	20	659.98	7	348.15	0.00	0.00	311.83
FLD-STUART	Mint Stuart	2026-01-11	21	697.00	3	411.00	0.00	0.00	286.00
FLD-STUART	Mint Stuart	2026-01-11	22	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-11	23	386.00	4	192.60	0.00	0.00	193.40
FLD-STUART	Mint Stuart	2026-01-12	0	500.00	2	300.00	0.00	0.00	200.00
FLD-STUART	Mint Stuart	2026-01-12	1	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-12	2	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-12	3	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-12	4	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-12	5	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-12	6	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-12	7	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-12	8	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-12	9	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-12	10	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-12	11	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-12	12	0.00	0	0.00	0.00	0.00	0.00
FLD-STUART	Mint Stuart	2026-01-12	13	315.00	2	175.00	0.00	0.00	140.00
FLD-STUART	Mint Stuart	2026-01-12	14	240.00	3	93.00	0.00	0.00	147.00
FLD-STUART	Mint Stuart	2026-01-12	15	195.00	1	130.00	0.00	0.00	65.00
FLD-STUART	Mint Stuart	2026-01-12	16	560.00	3	338.75	0.00	0.00	221.25
FLD-STUART	Mint Stuart	2026-01-12	17	340.00	4	182.00	0.00	0.00	158.00
FLD-STUART	Mint Stuart	2026-01-12	18	801.00	7	373.84	0.00	0.00	427.16
FLD-STUART	Mint Stuart	2026-01-12	19	765.00	4	403.35	0.00	0.00	361.65
FLD-STUART	Mint Stuart	2026-01-12	20	425.00	2	216.25	0.00	0.00	208.75
FLD-STUART	Mint Stuart	2026-01-12	21	485.00	2	277.00	0.00	0.00	208.00
FLD-STUART	Mint Stuart	2026-01-12	22	848.00	6	427.80	0.00	0.00	420.20
FLD-STUART	Mint Stuart	2026-01-12	23	445.00	4	249.20	0.00	0.00	195.80
FLD-BONITA	Mint Bonita Springs 	2026-01-06	0	285.00	1	184.00	0.00	0.00	101.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	1	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	2	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	3	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	4	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	5	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	6	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	7	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	8	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	9	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	10	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	11	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	12	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	13	100.00	1	53.75	0.00	0.00	46.25
FLD-BONITA	Mint Bonita Springs 	2026-01-06	14	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	15	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	16	290.00	2	182.00	0.00	0.00	108.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	17	120.00	1	76.00	0.00	0.00	44.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	18	211.00	1	77.00	0.00	0.00	134.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	19	275.00	2	188.50	0.00	0.00	86.50
FLD-BONITA	Mint Bonita Springs 	2026-01-06	20	285.00	2	191.00	0.00	0.00	94.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	21	390.00	2	176.00	0.00	0.00	214.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	22	450.00	4	282.00	0.00	0.00	168.00
FLD-BONITA	Mint Bonita Springs 	2026-01-06	23	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-07	0	325.00	3	163.75	0.00	0.00	161.25
FLD-BONITA	Mint Bonita Springs 	2026-01-07	1	440.00	3	268.00	0.00	0.00	172.00
FLD-BONITA	Mint Bonita Springs 	2026-01-07	2	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-07	3	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-07	4	0.00	0	0.00	0.00	0.00	0.00
FLD-BONITA	Mint Bonita Springs 	2026-01-07	5	0.00	0	0.00	0.00	0.00	0.00
