Branch	Store Name	Date	Hour (UTC)	Sales	Transactions	Discounts	Tax	Returns	Net Sales
MID-COLDWA	Mint Coldwater	2026-01-06	10	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-06	11	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-06	12	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-06	13	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-06	14	744.30	9	193.03	91.52	0.00	551.27
MID-COLDWA	Mint Coldwater	2026-01-06	15	229.50	2	81.36	24.59	0.00	148.14
MID-COLDWA	Mint Coldwater	2026-01-06	16	2699.45	21	650.51	340.11	0.00	2048.94
MID-COLDWA	Mint Coldwater	2026-01-06	17	753.70	8	183.18	94.70	0.00	570.52
MID-COLDWA	Mint Coldwater	2026-01-06	18	814.00	14	327.49	80.77	0.00	486.51
MID-COLDWA	Mint Coldwater	2026-01-06	19	1135.40	11	331.50	133.44	0.00	803.90
MID-COLDWA	Mint Coldwater	2026-01-06	20	161.05	3	33.20	21.22	0.00	127.85
MID-COLDWA	Mint Coldwater	2026-01-06	21	716.58	8	164.41	91.67	0.00	552.17
MID-COLDWA	Mint Coldwater	2026-01-06	22	820.63	11	289.04	88.25	0.00	531.59
MID-COLDWA	Mint Coldwater	2026-01-06	23	269.28	6	59.15	34.88	0.00	210.13
MID-COLDWA	Mint Coldwater	2026-01-07	0	885.01	10	241.25	106.86	0.00	643.76
MID-COLDWA	Mint Coldwater	2026-01-07	1	492.60	6	122.32	61.45	0.00	370.28
MID-COLDWA	Mint Coldwater	2026-01-07	2	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-07	3	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-07	4	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-07	5	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-07	6	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-07	7	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-07	8	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-07	9	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-07	10	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-07	11	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-07	12	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-07	13	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-07	14	75.90	2	31.40	7.38	0.00	44.50
MID-COLDWA	Mint Coldwater	2026-01-07	15	458.95	4	113.80	57.30	0.00	345.15
MID-COLDWA	Mint Coldwater	2026-01-07	16	951.64	13	332.16	102.82	0.00	619.48
MID-COLDWA	Mint Coldwater	2026-01-07	17	178.77	5	36.69	23.59	0.00	142.08
MID-COLDWA	Mint Coldwater	2026-01-07	18	2517.50	14	385.73	353.87	0.00	2131.77
MID-COLDWA	Mint Coldwater	2026-01-07	19	1191.59	16	229.56	159.69	0.00	962.03
MID-COLDWA	Mint Coldwater	2026-01-07	20	608.96	8	210.51	66.15	0.00	398.45
MID-COLDWA	Mint Coldwater	2026-01-07	21	587.19	11	212.90	62.14	0.00	374.29
MID-COLDWA	Mint Coldwater	2026-01-07	22	613.40	9	87.39	87.32	0.00	526.01
MID-COLDWA	Mint Coldwater	2026-01-07	23	465.01	7	151.47	52.05	0.00	313.54
MID-COLDWA	Mint Coldwater	2026-01-08	0	146.30	3	69.36	12.77	0.00	76.94
MID-COLDWA	Mint Coldwater	2026-01-08	1	253.91	4	86.74	27.75	0.00	167.17
MID-COLDWA	Mint Coldwater	2026-01-08	2	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-08	3	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-08	4	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-08	5	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-08	6	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-08	7	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-08	8	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-08	9	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-08	10	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-08	11	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-08	12	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-08	13	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-08	14	651.65	5	157.37	82.05	0.00	494.28
MID-COLDWA	Mint Coldwater	2026-01-08	15	1329.32	13	379.64	157.65	0.00	949.68
MID-COLDWA	Mint Coldwater	2026-01-08	16	1101.87	11	251.88	141.10	0.00	849.99
MID-COLDWA	Mint Coldwater	2026-01-08	17	1556.72	16	561.57	165.20	0.00	995.15
MID-COLDWA	Mint Coldwater	2026-01-08	18	2062.21	19	311.55	285.84	0.00	1750.66
MID-COLDWA	Mint Coldwater	2026-01-08	19	556.36	7	56.85	82.92	0.00	499.51
MID-COLDWA	Mint Coldwater	2026-01-08	20	370.52	6	95.58	45.64	0.00	274.94
MID-COLDWA	Mint Coldwater	2026-01-08	21	1336.96	12	358.92	162.34	0.00	978.04
MID-COLDWA	Mint Coldwater	2026-01-08	22	628.50	8	240.66	64.30	0.00	387.84
MID-COLDWA	Mint Coldwater	2026-01-08	23	429.55	5	44.05	63.98	0.00	385.50
MID-COLDWA	Mint Coldwater	2026-01-09	0	936.49	9	210.57	120.51	0.00	725.92
MID-COLDWA	Mint Coldwater	2026-01-09	1	326.03	6	156.75	28.09	0.00	169.28
MID-COLDWA	Mint Coldwater	2026-01-09	2	300.00	1	66.47	38.77	0.00	233.53
MID-COLDWA	Mint Coldwater	2026-01-09	3	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-09	4	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-09	5	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-09	6	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-09	7	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-09	8	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-09	9	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-09	10	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-09	11	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-09	12	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-09	13	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-09	14	717.06	10	347.32	61.36	0.00	369.74
MID-COLDWA	Mint Coldwater	2026-01-09	15	2418.76	22	770.89	273.53	0.00	1647.87
MID-COLDWA	Mint Coldwater	2026-01-09	16	1391.65	17	449.20	152.08	0.00	942.45
MID-COLDWA	Mint Coldwater	2026-01-09	17	3176.97	30	671.22	415.95	0.00	2505.75
MID-COLDWA	Mint Coldwater	2026-01-09	18	2232.49	19	1004.36	203.88	0.00	1228.13
MID-COLDWA	Mint Coldwater	2026-01-09	19	1004.35	10	334.01	111.28	0.00	670.34
MID-COLDWA	Mint Coldwater	2026-01-09	20	980.40	11	315.58	110.36	0.00	664.82
MID-COLDWA	Mint Coldwater	2026-01-09	21	1179.33	13	219.59	159.11	0.00	959.74
MID-COLDWA	Mint Coldwater	2026-01-09	22	1278.48	14	393.65	146.88	0.00	884.83
MID-COLDWA	Mint Coldwater	2026-01-09	23	1294.51	11	386.79	150.69	0.00	907.72
MID-COLDWA	Mint Coldwater	2026-01-10	0	321.55	7	80.54	40.01	0.00	241.01
MID-COLDWA	Mint Coldwater	2026-01-10	1	753.45	11	279.40	78.70	0.00	474.05
MID-COLDWA	Mint Coldwater	2026-01-10	2	25.01	1	6.26	3.11	0.00	18.75
MID-COLDWA	Mint Coldwater	2026-01-10	3	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-10	4	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-10	5	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-10	6	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-10	7	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-10	8	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-10	9	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-10	10	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-10	11	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-10	12	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-10	13	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-10	14	1479.31	16	407.86	177.85	0.00	1071.45
MID-COLDWA	Mint Coldwater	2026-01-10	15	1610.91	17	404.01	200.35	0.00	1206.90
MID-COLDWA	Mint Coldwater	2026-01-10	16	3377.62	46	775.57	431.95	0.00	2602.05
MID-COLDWA	Mint Coldwater	2026-01-10	17	4626.24	46	896.54	619.10	0.00	3729.70
MID-COLDWA	Mint Coldwater	2026-01-10	18	2772.66	28	742.07	334.30	0.00	2030.59
MID-COLDWA	Mint Coldwater	2026-01-10	19	2736.15	30	971.50	292.37	0.00	1764.65
MID-COLDWA	Mint Coldwater	2026-01-10	20	1734.10	20	576.69	192.16	0.00	1157.41
MID-COLDWA	Mint Coldwater	2026-01-10	21	1200.28	17	383.90	135.52	0.00	816.38
MID-COLDWA	Mint Coldwater	2026-01-10	22	3467.22	24	1221.15	372.63	0.00	2246.07
MID-COLDWA	Mint Coldwater	2026-01-10	23	5080.56	29	2339.47	455.04	46.64	2694.45
MID-COLDWA	Mint Coldwater	2026-01-11	0	4417.06	30	2164.72	368.30	0.00	2252.34
MID-COLDWA	Mint Coldwater	2026-01-11	1	1314.92	11	607.98	117.36	0.00	706.94
MID-COLDWA	Mint Coldwater	2026-01-11	2	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-11	3	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-11	4	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-11	5	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-11	6	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-11	7	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-11	8	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-11	9	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-11	10	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-11	11	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-11	12	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-11	13	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-11	14	2395.12	17	601.46	297.40	0.00	1793.66
MID-COLDWA	Mint Coldwater	2026-01-11	15	3261.45	37	953.35	380.61	0.00	2308.10
MID-COLDWA	Mint Coldwater	2026-01-11	16	2088.41	26	581.93	250.09	0.00	1506.48
MID-COLDWA	Mint Coldwater	2026-01-11	17	1642.03	31	452.61	197.44	0.00	1189.42
MID-COLDWA	Mint Coldwater	2026-01-11	18	1178.62	13	426.20	124.90	0.00	752.42
MID-COLDWA	Mint Coldwater	2026-01-11	19	2031.26	19	602.58	237.14	0.00	1428.68
MID-COLDWA	Mint Coldwater	2026-01-11	20	859.18	12	122.22	122.33	0.00	736.96
MID-COLDWA	Mint Coldwater	2026-01-11	21	1363.27	16	292.35	177.80	0.00	1070.92
MID-COLDWA	Mint Coldwater	2026-01-11	22	1007.44	12	290.13	119.06	0.00	717.31
MID-COLDWA	Mint Coldwater	2026-01-11	23	308.51	5	66.82	40.12	0.00	241.69
MID-COLDWA	Mint Coldwater	2026-01-12	0	422.11	5	139.36	46.94	0.00	282.75
MID-COLDWA	Mint Coldwater	2026-01-12	1	133.40	2	52.62	13.41	0.00	80.78
MID-COLDWA	Mint Coldwater	2026-01-12	2	56.00	1	37.10	3.14	0.00	18.90
MID-COLDWA	Mint Coldwater	2026-01-12	3	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-12	4	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-12	5	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-12	6	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-12	7	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-12	8	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-12	9	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-12	10	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-12	11	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-12	12	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-12	13	0.00	0	0.00	0.00	0.00	0.00
MID-COLDWA	Mint Coldwater	2026-01-12	14	771.81	13	165.17	100.71	0.00	606.64
MID-COLDWA	Mint Coldwater	2026-01-12	15	1126.40	7	287.87	139.18	0.00	838.53
MID-COLDWA	Mint Coldwater	2026-01-12	16	228.40	3	35.41	30.76	0.00	192.99
MID-COLDWA	Mint Coldwater	2026-01-12	17	985.80	11	261.73	120.19	0.00	724.07
MID-COLDWA	Mint Coldwater	2026-01-12	18	148.00	3	36.80	18.45	0.00	111.20
MID-COLDWA	Mint Coldwater	2026-01-12	19	690.56	11	147.23	90.18	0.00	543.33
MID-COLDWA	Mint Coldwater	2026-01-12	20	1712.82	10	341.45	227.66	0.00	1371.37
MID-COLDWA	Mint Coldwater	2026-01-12	21	1193.34	12	321.66	144.70	0.00	871.68
MID-COLDWA	Mint Coldwater	2026-01-12	22	307.92	6	66.19	40.13	0.00	241.73
MID-COLDWA	Mint Coldwater	2026-01-12	23	873.36	12	282.92	98.04	0.00	590.44
FLD-GAINES	Mint Gainesville	2026-01-06	0	120.00	2	55.00	0.00	0.00	65.00
FLD-GAINES	Mint Gainesville	2026-01-06	1	115.00	2	74.00	0.00	0.00	41.00
FLD-GAINES	Mint Gainesville	2026-01-06	2	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	3	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	4	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	5	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	6	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	7	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	8	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	9	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	10	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	11	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	12	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	13	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	14	100.00	2	100.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	15	550.00	2	280.80	0.00	0.00	269.20
FLD-GAINES	Mint Gainesville	2026-01-06	16	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	17	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	18	785.00	4	397.00	0.00	0.00	388.00
FLD-GAINES	Mint Gainesville	2026-01-06	19	270.00	2	147.00	0.00	0.00	123.00
FLD-GAINES	Mint Gainesville	2026-01-06	20	560.00	1	372.00	0.00	0.00	188.00
FLD-GAINES	Mint Gainesville	2026-01-06	21	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-06	22	350.00	4	167.25	0.00	0.00	182.75
FLD-GAINES	Mint Gainesville	2026-01-06	23	230.00	3	124.00	0.00	0.00	106.00
FLD-GAINES	Mint Gainesville	2026-01-07	0	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	1	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	2	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	3	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	4	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	5	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	6	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	7	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	8	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	9	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	10	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	11	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	12	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	13	208.00	2	121.80	0.00	0.00	86.20
FLD-GAINES	Mint Gainesville	2026-01-07	14	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	15	645.00	4	322.75	0.00	0.00	322.25
FLD-GAINES	Mint Gainesville	2026-01-07	16	375.00	3	166.50	0.00	0.00	208.50
FLD-GAINES	Mint Gainesville	2026-01-07	17	45.00	1	27.00	0.00	0.00	18.00
FLD-GAINES	Mint Gainesville	2026-01-07	18	115.00	2	99.00	0.00	0.00	16.00
FLD-GAINES	Mint Gainesville	2026-01-07	19	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	20	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-07	21	385.00	2	182.00	0.00	0.00	203.00
FLD-GAINES	Mint Gainesville	2026-01-07	22	35.00	1	15.00	0.00	0.00	20.00
FLD-GAINES	Mint Gainesville	2026-01-07	23	195.00	1	91.00	0.00	0.00	104.00
FLD-GAINES	Mint Gainesville	2026-01-08	0	265.00	3	130.50	0.00	0.00	134.50
FLD-GAINES	Mint Gainesville	2026-01-08	1	185.00	1	108.00	0.00	0.00	77.00
FLD-GAINES	Mint Gainesville	2026-01-08	2	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-08	3	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-08	4	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-08	5	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-08	6	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-08	7	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-08	8	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-08	9	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-08	10	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-08	11	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-08	12	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-08	13	10.00	1	0.00	0.00	0.00	10.00
FLD-GAINES	Mint Gainesville	2026-01-08	14	70.00	1	40.00	0.00	0.00	30.00
FLD-GAINES	Mint Gainesville	2026-01-08	15	130.00	1	86.00	0.00	0.00	44.00
FLD-GAINES	Mint Gainesville	2026-01-08	16	367.00	4	203.00	0.00	0.00	164.00
FLD-GAINES	Mint Gainesville	2026-01-08	17	582.00	4	343.20	0.00	0.00	238.80
FLD-GAINES	Mint Gainesville	2026-01-08	18	400.00	4	230.25	0.00	0.00	169.75
FLD-GAINES	Mint Gainesville	2026-01-08	19	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-08	20	525.00	3	323.00	0.00	0.00	202.00
FLD-GAINES	Mint Gainesville	2026-01-08	21	360.00	3	187.00	0.00	0.00	173.00
FLD-GAINES	Mint Gainesville	2026-01-08	22	85.00	2	51.00	0.00	0.00	34.00
FLD-GAINES	Mint Gainesville	2026-01-08	23	263.00	3	139.80	0.00	0.00	123.20
FLD-GAINES	Mint Gainesville	2026-01-09	0	10.00	1	10.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-09	1	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-09	2	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-09	3	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-09	4	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-09	5	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-09	6	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-09	7	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-09	8	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-09	9	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-09	10	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-09	11	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-09	12	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-09	13	245.00	3	139.70	0.00	0.00	105.30
FLD-GAINES	Mint Gainesville	2026-01-09	14	178.00	3	86.05	0.00	0.00	91.95
FLD-GAINES	Mint Gainesville	2026-01-09	15	380.00	2	200.00	0.00	0.00	180.00
FLD-GAINES	Mint Gainesville	2026-01-09	16	445.00	2	280.00	0.00	0.00	165.00
FLD-GAINES	Mint Gainesville	2026-01-09	17	75.00	1	41.25	0.00	0.00	33.75
FLD-GAINES	Mint Gainesville	2026-01-09	18	1048.00	3	549.80	0.00	0.00	498.20
FLD-GAINES	Mint Gainesville	2026-01-09	19	980.00	4	565.95	0.00	0.00	414.05
FLD-GAINES	Mint Gainesville	2026-01-09	20	205.00	2	141.95	0.00	0.00	63.05
FLD-GAINES	Mint Gainesville	2026-01-09	21	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-09	22	150.00	1	90.00	0.00	0.00	60.00
FLD-GAINES	Mint Gainesville	2026-01-09	23	471.00	4	256.01	0.00	0.00	214.99
FLD-GAINES	Mint Gainesville	2026-01-10	0	620.00	4	370.00	0.00	0.00	250.00
FLD-GAINES	Mint Gainesville	2026-01-10	1	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	2	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	3	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	4	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	5	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	6	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	7	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	8	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	9	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	10	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	11	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	12	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	13	150.00	2	74.00	0.00	0.00	76.00
FLD-GAINES	Mint Gainesville	2026-01-10	14	280.00	1	140.00	0.00	0.00	140.00
FLD-GAINES	Mint Gainesville	2026-01-10	15	45.00	2	15.75	0.00	0.00	29.25
FLD-GAINES	Mint Gainesville	2026-01-10	16	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	17	260.00	1	160.00	0.00	0.00	100.00
FLD-GAINES	Mint Gainesville	2026-01-10	18	135.00	2	70.75	0.00	0.00	64.25
FLD-GAINES	Mint Gainesville	2026-01-10	19	220.00	2	115.50	0.00	0.00	104.50
FLD-GAINES	Mint Gainesville	2026-01-10	20	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	21	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-10	22	320.00	3	162.80	0.00	0.00	157.20
FLD-GAINES	Mint Gainesville	2026-01-10	23	185.00	3	91.20	0.00	0.00	93.80
FLD-GAINES	Mint Gainesville	2026-01-11	0	340.00	4	202.65	0.00	0.00	137.35
FLD-GAINES	Mint Gainesville	2026-01-11	1	240.00	4	125.50	0.00	0.00	114.50
FLD-GAINES	Mint Gainesville	2026-01-11	2	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-11	3	0.00	0	0.00	0.00	0.00	0.00
FLD-GAINES	Mint Gainesville	2026-01-11	4	0.00	0	0.00	0.00	0.00	0.00
