Branch	Store Name	Hour (UTC)	Sales	Transactions	Discounts	Tax	Returns	Net Sales
AZV-GTL	Mint Northern Phoenix	9	0.00	0	0.00	0.00	0.00	0.00
AZV-GTL	Mint Northern Phoenix	10	0.00	0	0.00	0.00	0.00	0.00
AZV-GTL	Mint Northern Phoenix	11	0.00	0	0.00	0.00	0.00	0.00
AZV-GTL	Mint Northern Phoenix	12	0.00	0	0.00	0.00	0.00	0.00
AZV-GTL	Mint Northern Phoenix	13	0.00	0	0.00	0.00	0.00	0.00
AZV-GTL	Mint Northern Phoenix	14	0.00	0	0.00	0.00	0.00	0.00
AZV-GTL	Mint Northern Phoenix	15	0.00	0	0.00	0.00	0.00	0.00
AZV-GTL	Mint Northern Phoenix	16	0.00	0	0.00	0.00	0.00	0.00
AZV-GTL	Mint Northern Phoenix	17	7998.50	150	2878.34	1144.56	0.00	5120.16
AZV-GTL	Mint Northern Phoenix	18	10671.00	171	4094.55	1401.70	0.00	6576.45
AZV-GTL	Mint Northern Phoenix	19	10554.00	187	3850.33	1640.61	0.00	6703.67
AZV-GTL	Mint Northern Phoenix	20	11904.00	205	4942.19	1599.95	0.00	6961.81
AZV-GTL	Mint Northern Phoenix	21	13361.00	229	4731.73	2008.23	0.00	8629.27
AZV-GTL	Mint Northern Phoenix	22	15164.00	260	6337.95	1987.65	0.00	8826.05
AZV-GTL	Mint Northern Phoenix	23	18061.50	286	7517.25	2468.43	0.00	10544.25
FLD-STAUGU	Mint St. Augustine	0	4286.00	26	2349.75	0.00	0.00	1936.25
FLD-STAUGU	Mint St. Augustine	1	1096.00	13	679.80	0.00	0.00	416.20
FLD-STAUGU	Mint St. Augustine	2	0.00	0	0.00	0.00	0.00	0.00
FLD-STAUGU	Mint St. Augustine	3	0.00	0	0.00	0.00	0.00	0.00
FLD-STAUGU	Mint St. Augustine	4	0.00	0	0.00	0.00	0.00	0.00
FLD-STAUGU	Mint St. Augustine	5	0.00	0	0.00	0.00	0.00	0.00
FLD-STAUGU	Mint St. Augustine	6	0.00	0	0.00	0.00	0.00	0.00
FLD-STAUGU	Mint St. Augustine	7	0.00	0	0.00	0.00	0.00	0.00
FLD-STAUGU	Mint St. Augustine	8	0.00	0	0.00	0.00	0.00	0.00
FLD-STAUGU	Mint St. Augustine	9	0.00	0	0.00	0.00	0.00	0.00
FLD-STAUGU	Mint St. Augustine	10	0.00	0	0.00	0.00	0.00	0.00
FLD-STAUGU	Mint St. Augustine	11	0.00	0	0.00	0.00	0.00	0.00
FLD-STAUGU	Mint St. Augustine	12	0.00	0	0.00	0.00	0.00	0.00
FLD-STAUGU	Mint St. Augustine	13	1915.00	16	1067.95	0.00	0.00	847.05
FLD-STAUGU	Mint St. Augustine	14	4085.00	25	1995.20	0.00	0.00	2089.80
FLD-STAUGU	Mint St. Augustine	15	3375.00	31	1833.05	0.00	0.00	1541.95
FLD-STAUGU	Mint St. Augustine	16	7599.00	44	3965.15	0.00	0.00	3633.85
FLD-STAUGU	Mint St. Augustine	17	5496.00	38	2916.05	0.00	0.00	2579.95
FLD-STAUGU	Mint St. Augustine	18	6119.00	39	3205.95	0.00	0.00	2913.05
FLD-STAUGU	Mint St. Augustine	19	7690.99	40	4171.90	0.00	0.00	3519.09
FLD-STAUGU	Mint St. Augustine	20	6026.00	33	3363.60	0.00	0.00	2662.40
FLD-STAUGU	Mint St. Augustine	21	6826.00	39	3410.15	0.00	0.00	3415.85
FLD-STAUGU	Mint St. Augustine	22	3614.00	24	2070.85	0.00	0.00	1543.15
FLD-STAUGU	Mint St. Augustine	23	3449.00	24	1806.05	0.00	0.00	1642.95
MID-MONROE	Mint Monroe	0	8058.60	115	2537.31	915.36	0.00	5521.29
MID-MONROE	Mint Monroe	1	4636.26	85	1267.10	558.63	0.00	3369.16
MID-MONROE	Mint Monroe	2	4403.39	83	923.76	573.93	0.00	3479.63
MID-MONROE	Mint Monroe	3	637.11	7	184.59	75.12	0.00	452.52
MID-MONROE	Mint Monroe	4	0.00	0	0.00	0.00	0.00	0.00
MID-MONROE	Mint Monroe	5	0.00	0	0.00	0.00	0.00	0.00
MID-MONROE	Mint Monroe	6	0.00	0	0.00	0.00	0.00	0.00
MID-MONROE	Mint Monroe	7	0.00	0	0.00	0.00	0.00	0.00
MID-MONROE	Mint Monroe	8	0.00	0	0.00	0.00	0.00	0.00
MID-MONROE	Mint Monroe	9	0.00	0	0.00	0.00	0.00	0.00
MID-MONROE	Mint Monroe	10	0.00	0	0.00	0.00	0.00	0.00
MID-MONROE	Mint Monroe	11	0.00	0	0.00	0.00	0.00	0.00
MID-MONROE	Mint Monroe	12	0.00	0	0.00	0.00	0.00	0.00
MID-MONROE	Mint Monroe	13	0.00	0	0.00	0.00	0.00	0.00
MID-MONROE	Mint Monroe	14	5698.19	91	1734.91	652.74	0.00	3963.28
MID-MONROE	Mint Monroe	15	10012.69	132	2731.55	1208.13	0.00	7281.14
MID-MONROE	Mint Monroe	16	8645.31	119	1967.38	1103.84	0.00	6677.93
MID-MONROE	Mint Monroe	17	8729.60	134	2409.21	1049.19	0.00	6320.39
MID-MONROE	Mint Monroe	18	7307.37	130	1540.63	951.74	0.00	5766.74
MID-MONROE	Mint Monroe	19	7500.12	132	1933.20	919.04	0.00	5566.92
MID-MONROE	Mint Monroe	20	8097.02	153	2177.38	982.46	0.00	5919.64
MID-MONROE	Mint Monroe	21	8333.33	153	2244.53	1010.40	0.00	6088.80
MID-MONROE	Mint Monroe	22	7388.86	145	1552.43	964.05	0.00	5836.43
MID-MONROE	Mint Monroe	23	8558.41	134	1489.89	1173.04	0.00	7068.52
MID-NB	Mint New Buffalo	0	2675.94	36	717.18	325.17	0.00	1958.76
MID-NB	Mint New Buffalo	1	3367.70	40	729.87	432.18	0.00	2637.83
MID-NB	Mint New Buffalo	2	0.00	0	0.00	0.00	0.00	0.00
MID-NB	Mint New Buffalo	3	0.00	0	0.00	0.00	0.00	0.00
MID-NB	Mint New Buffalo	4	0.00	0	0.00	0.00	0.00	0.00
MID-NB	Mint New Buffalo	5	0.00	0	0.00	0.00	0.00	0.00
MID-NB	Mint New Buffalo	6	0.00	0	0.00	0.00	0.00	0.00
MID-NB	Mint New Buffalo	7	0.00	0	0.00	0.00	0.00	0.00
MID-NB	Mint New Buffalo	8	0.00	0	0.00	0.00	0.00	0.00
MID-NB	Mint New Buffalo	9	0.00	0	0.00	0.00	0.00	0.00
MID-NB	Mint New Buffalo	10	0.00	0	0.00	0.00	0.00	0.00
MID-NB	Mint New Buffalo	11	0.00	0	0.00	0.00	0.00	0.00
MID-NB	Mint New Buffalo	12	0.00	0	0.00	0.00	0.00	0.00
MID-NB	Mint New Buffalo	13	0.00	0	0.00	0.00	0.00	0.00
MID-NB	Mint New Buffalo	14	6431.71	43	1651.14	792.96	0.00	4780.57
MID-NB	Mint New Buffalo	15	7594.40	84	1826.01	957.34	0.00	5768.39
MID-NB	Mint New Buffalo	16	5312.04	52	1405.44	648.51	0.00	3906.60
MID-NB	Mint New Buffalo	17	3729.56	39	777.17	490.11	0.00	2952.39
MID-NB	Mint New Buffalo	18	4459.40	60	1241.29	534.21	0.00	3218.11
MID-NB	Mint New Buffalo	19	5232.39	64	1394.13	626.98	0.00	3838.26
MID-NB	Mint New Buffalo	20	5825.72	64	1567.72	699.90	0.00	4258.00
MID-NB	Mint New Buffalo	21	5654.09	57	1389.20	707.98	46.64	4218.25
MID-NB	Mint New Buffalo	22	2075.73	30	393.68	279.20	0.00	1682.05
MID-NB	Mint New Buffalo	23	2630.21	24	561.13	342.51	0.00	2069.08
AZV-SWT	Mint Tempe	0	33283.20	497	13729.32	5129.26	0.00	19553.88
AZV-SWT	Mint Tempe	1	31238.38	525	11845.82	5073.20	0.00	19392.56
AZV-SWT	Mint Tempe	2	33999.33	562	11975.63	5761.56	0.00	22023.70
AZV-SWT	Mint Tempe	3	36210.98	568	13248.67	6014.09	0.00	22962.31
AZV-SWT	Mint Tempe	4	34451.94	575	12731.79	5687.97	0.00	21720.15
AZV-SWT	Mint Tempe	5	31227.95	536	11430.25	5178.04	0.00	19797.70
AZV-SWT	Mint Tempe	6	30566.96	532	10863.62	5155.32	0.00	19703.34
AZV-SWT	Mint Tempe	7	42227.98	768	14148.23	7341.93	0.00	28079.75
AZV-SWT	Mint Tempe	8	42135.47	811	14054.98	7347.23	0.00	28080.49
AZV-SWT	Mint Tempe	9	32586.93	640	10530.36	5768.29	0.00	22056.57
AZV-SWT	Mint Tempe	10	24074.67	473	7976.53	4229.58	0.00	16098.14
AZV-SWT	Mint Tempe	11	14510.56	312	4703.45	2547.57	0.00	9807.11
AZV-SWT	Mint Tempe	12	11133.79	246	3396.61	2023.26	0.00	7737.18
AZV-SWT	Mint Tempe	13	12248.40	222	4218.86	2089.94	0.00	8029.54
AZV-SWT	Mint Tempe	14	13166.19	266	4659.20	2234.11	0.00	8506.99
AZV-SWT	Mint Tempe	15	13486.49	260	4849.35	2264.02	0.00	8637.14
AZV-SWT	Mint Tempe	16	15035.66	260	5558.35	2470.23	0.00	9477.31
AZV-SWT	Mint Tempe	17	13127.86	249	5201.86	2078.30	0.00	7926.00
AZV-SWT	Mint Tempe	18	16446.64	253	6317.70	2658.41	0.00	10128.94
AZV-SWT	Mint Tempe	19	18553.39	283	6667.51	3112.21	0.00	11885.88
AZV-SWT	Mint Tempe	20	23103.81	336	8545.38	3790.58	0.00	14558.43
AZV-SWT	Mint Tempe	21	24130.07	359	9524.86	3829.18	0.00	14605.21
AZV-SWT	Mint Tempe	22	29489.66	437	11511.57	4683.86	0.00	17978.09
AZV-SWT	Mint Tempe	23	36299.12	554	14669.59	5676.16	25.25	21604.28
